,AllCCS ID,Name,smiles,Formula,Adduct,m/z,CCS,Input
3810,AllCCS00013786,"2,3',4,4',5,5'-Hexachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,C12H4Cl6,[M-Cl+O]-,338.871,167.8,"2,3',4,4',5,5'-Hexachlorobiphenyl"
3811,AllCCS00013787,"2,3,3',4,4',5,5'-Heptachlorobiphenyl",C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,C12H3Cl7,[M-Cl+O]-,372.832,173.9,"2,3,3',4,4',5,5'-Heptachlorobiphenyl"
3812,AllCCS00013798,"2,2',4,4',5,5'-Hexabromodiphenyl ether",C1=C(C(=CC(=C1Br)Br)Br)OC2=CC(=C(C=C2Br)Br)Br,C12H4Br6O,[M-Br+O]-,574.6133,183.5,"2,2',4,4',5,5'-Hexabromodiphenyl ether"
3813,AllCCS00013799,"2,2',4,4',5,6'-Hexabromodiphenyl ether",C1=C(C=C(C(=C1Br)OC2=CC(=C(C=C2Br)Br)Br)Br)Br,C12H4Br6O,[M-Br+O]-,574.6133,183.6,"2,2',4,4',5,6'-Hexabromodiphenyl ether"
3814,AllCCS00013801,"2,2',3,4,4',5',6-Heptabromodiphenyl ether",C1=C(C(=CC(=C1Br)Br)Br)OC2=C(C(=C(C=C2Br)Br)Br)Br,C12H3Br7O,[M-Br+O]-,652.5238,189.9,"2,2',3,4,4',5',6-Heptabromodiphenyl ether"
3815,AllCCS00013840,"2,2',4,4'-Tetrabromodiphenyl ether",C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br,C12H6Br4O,[M-Br+O]-,418.7923,169.7,"2,2',4,4'-Tetrabromodiphenyl ether"
3816,AllCCS00013966,Carprofen,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,C15H12ClNO2,[M+H]+,274.063,156.1,Carprofen
3817,AllCCS00013974,Clostebol acetate,CC(=O)OC1CCC2C1(CCC3C2CCC4=C(C(=O)CCC34C)Cl)C,C21H29ClO3,[M+H]+,365.1878,188.7,Clostebol acetate
3818,AllCCS00013974,Clostebol acetate,CC(=O)OC1CCC2C1(CCC3C2CCC4=C(C(=O)CCC34C)Cl)C,C21H29ClO3,[M+Na]+,387.1698,209.6,Clostebol acetate
3819,AllCCS00013974,Clostebol acetate,CC(=O)OC1CCC2C1(CCC3C2CCC4=C(C(=O)CCC34C)Cl)C,C21H29ClO3,[2M+Na]+,751.3503,289.7,Clostebol acetate
3820,AllCCS00013974,Clostebol acetate,CC(=O)OC1CCC2C1(CCC3C2CCC4=C(C(=O)CCC34C)Cl)C,C21H29ClO3,[M-CH3COOH+H]+,305.1667,172.1,Clostebol acetate
3821,AllCCS00013993,Cadusafos,CCC(C)SP(=O)(OCC)SC(C)CC,C10H23O2PS2,[M+H]+,271.095,157.3,Cadusafos
3822,AllCCS00013993,Cadusafos,CCC(C)SP(=O)(OCC)SC(C)CC,C10H23O2PS2,[M+Na]+,293.077,176.0,Cadusafos
3823,AllCCS00013995,Cyanophos,COP(=S)(OC)OC1=CC=C(C=C1)C#N,C9H10NO3PS,[M+H]+,244.0192,148.6,Cyanophos
3824,AllCCS00013996,Dichlofenthion,CCOP(=S)(OCC)OC1=C(C=C(C=C1)Cl)Cl,C10H13Cl2O3PS,[M+H]+,314.9773,158.0,Dichlofenthion
3825,AllCCS00014001,Pirimiphos-methyl,CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C,C11H20N3O3PS,[M+H]+,306.1036,167.2,Pirimiphos-methyl
3826,AllCCS00014002,Profenofos,CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl,C11H15BrClO3PS,[M+H]+,372.9424,166.6,Profenofos
3827,AllCCS00014002,Profenofos,CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl,C11H15BrClO3PS,[M+Na]+,394.9244,182.3,Profenofos
3828,AllCCS00014005,Tolclofos-methyl,CC1=CC(=C(C(=C1)Cl)OP(=S)(OC)OC)Cl,C9H11Cl2O3PS,[M+H]+,300.9617,149.8,Tolclofos-methyl
3829,AllCCS00014006,Acrinathrin,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C,C26H21F6NO5,[M+Na]+,564.1217,219.3,Acrinathrin
3830,AllCCS00014008,Etofenprox,CCOC1=CC=C(C=C1)C(C)(C)COCC2=CC(=CC=C2)OC3=CC=CC=C3,C25H28O3,[M+Na]+,399.1931,191.8,Etofenprox
3831,AllCCS00014017,Oxamyl,CNC(=O)ON=C(C(=O)N(C)C)SC,C7H13N3O3S,[M+Na]+,242.0571,149.9,Oxamyl
3832,AllCCS00014027,Flufenoxuron,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F,C21H11ClF6N2O3,[M+H]+,489.0435,204.7,Flufenoxuron
3833,AllCCS00014027,Flufenoxuron,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F,C21H11ClF6N2O3,[M+Na]+,511.0255,218.9,Flufenoxuron
3834,AllCCS00014031,Lufenuron,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F,C17H8Cl2F8N2O3,[M+H]+,510.9857,197.7,Lufenuron
3835,AllCCS00014031,Lufenuron,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2Cl)OC(C(C(F)(F)F)F)(F)F)Cl)F,C17H8Cl2F8N2O3,[M+Na]+,532.9677,211.4,Lufenuron
3836,AllCCS00014032,Siduron,CC1CCCCC1NC(=O)NC2=CC=CC=C2,C14H20N2O,[M+H]+,233.1649,158.6,Siduron
3837,AllCCS00014032,Siduron,CC1CCCCC1NC(=O)NC2=CC=CC=C2,C14H20N2O,[M+Na]+,255.1469,171.9,Siduron
3838,AllCCS00014033,Tebuthiuron,CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC,C9H16N4OS,[M+H]+,229.1118,151.6,Tebuthiuron
3839,AllCCS00014033,Tebuthiuron,CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC,C9H16N4OS,[M+Na]+,251.0938,164.2,Tebuthiuron
3840,AllCCS00014034,Teflubenzuron,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)F)Cl)F,C14H6Cl2F4N2O2,[M+H]+,380.9815,171.5,Teflubenzuron
3841,AllCCS00014034,Teflubenzuron,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)F)Cl)F,C14H6Cl2F4N2O2,[M+Na]+,402.9635,185.7,Teflubenzuron
3842,AllCCS00014051,Chlorfenapyr,CCOCN1C(=C(C(=C1C(F)(F)F)Br)C#N)C2=CC=C(C=C2)Cl,C15H11BrClF3N2O,[M+HCOO]-,450.9677,190.4,Chlorfenapyr
3843,AllCCS00014052,Cyproconazole,CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O,C15H18ClN3O,[M+H]+,292.1211,168.6,Cyproconazole
3844,AllCCS00014055,Difenoconazole,CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,C19H17Cl2N3O3,[M+H]+,406.072,199.7,Difenoconazole
3845,AllCCS00014057,Fenbuconazole,C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,C19H17ClN4,[M+H]+,337.1215,182.4,Fenbuconazole
3846,AllCCS00014061,Hexaconazole,CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O,C14H17Cl2N3O,[M+H]+,314.0822,171.3,Hexaconazole
3847,AllCCS00014071,Metconazole,CC1(CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl)C,C17H22ClN3O,[M+H]+,320.1524,168.4,Metconazole
3848,AllCCS00014071,Metconazole,CC1(CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl)C,C17H22ClN3O,[M+HCOO]-,364.1433,187.8,Metconazole
3849,AllCCS00014071,Metconazole,CC1(CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl)C,C17H22ClN3O,[M+Cl]-,354.1145,185.4,Metconazole
3850,AllCCS00014072,Myclobutanil,CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl,C15H17ClN4,[M+H]+,289.1215,173.8,Myclobutanil
3851,AllCCS00014083,Spiromesifen,CC1=CC(=C(C(=C1)C)C2=C(C3(CCCC3)OC2=O)OC(=O)CC(C)(C)C)C,C23H30O4,[M+Na]+,393.2037,203.3,Spiromesifen
3852,AllCCS00014084,Tebuconazole,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,C16H22ClN3O,[M+H]+,308.1524,167.1,Tebuconazole
3853,AllCCS00014084,Tebuconazole,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,C16H22ClN3O,[M+HCOO]-,352.1433,186.6,Tebuconazole
3854,AllCCS00014084,Tebuconazole,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,C16H22ClN3O,[M+Cl]-,342.1145,183.9,Tebuconazole
3855,AllCCS00014085,Tetraconazole,C1=CC(=C(C=C1Cl)Cl)C(CN2C=NC=N2)COC(C(F)F)(F)F,C13H11Cl2F4N3O,[M+H]+,372.0288,174.5,Tetraconazole
3856,AllCCS00014085,Tetraconazole,C1=CC(=C(C=C1Cl)Cl)C(CN2C=NC=N2)COC(C(F)F)(F)F,C13H11Cl2F4N3O,[M+HCOO]-,416.0197,180.2,Tetraconazole
3857,AllCCS00014085,Tetraconazole,C1=CC(=C(C=C1Cl)Cl)C(CN2C=NC=N2)COC(C(F)F)(F)F,C13H11Cl2F4N3O,[M+Cl]-,405.9909,178.1,Tetraconazole
3858,AllCCS00014091,Oxadiazon,CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,C15H18Cl2N2O3,[M+H]+,345.0767,182.2,Oxadiazon
3859,AllCCS00014094,Dimethenamid,CC1=CSC(=C1N(C(C)COC)C(=O)CCl)C,C12H18ClNO2S,[M+H]+,276.082,155.6,Dimethenamid
3860,AllCCS00014094,Dimethenamid,CC1=CSC(=C1N(C(C)COC)C(=O)CCl)C,C12H18ClNO2S,[M+Na]+,298.064,167.7,Dimethenamid
3861,AllCCS00014097,Flutolanil,CC(C)OC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2C(F)(F)F,C17H16F3NO2,[M+H]+,324.1206,175.4,Flutolanil
3862,AllCCS00014099,Isoxaben,CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC,C18H24N2O4,[M+H]+,333.1809,185.9,Isoxaben
3863,AllCCS00014099,Isoxaben,CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC,C18H24N2O4,[M+Na]+,355.1629,199.0,Isoxaben
3864,AllCCS00014099,Isoxaben,CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC,C18H24N2O4,[M-H]-,331.1663,189.0,Isoxaben
3865,AllCCS00014103,Clothianidin,CN=C(NCC1=CN=C(S1)Cl)N[N+](=O)[O-],C6H8ClN5O2S,[M+H]+,250.016,151.7,Clothianidin
3866,AllCCS00014103,Clothianidin,CN=C(NCC1=CN=C(S1)Cl)N[N+](=O)[O-],C6H8ClN5O2S,[M+Na]+,271.998,160.7,Clothianidin
3867,AllCCS00014103,Clothianidin,CN=C(NCC1=CN=C(S1)Cl)N[N+](=O)[O-],C6H8ClN5O2S,[M-H]-,248.0014,152.6,Clothianidin
3868,AllCCS00014106,Nitenpyram,CCN(CC1=CN=C(C=C1)Cl)C(=C[N+](=O)[O-])NC,C11H15ClN4O2,[M+H]+,271.0957,160.3,Nitenpyram
3869,AllCCS00014117,Mandipropamid,COC1=C(C=CC(=C1)CCNC(=O)C(C2=CC=C(C=C2)Cl)OCC#C)OCC#C,C23H22ClNO4,[M+H]+,412.131,195.2,Mandipropamid
3870,AllCCS00014121,Tebufenozide,CCC1=CC=C(C=C1)C(=O)NN(C(=O)C2=CC(=CC(=C2)C)C)C(C)(C)C,C22H28N2O2,[M+Na]+,375.2044,202.8,Tebufenozide
3871,AllCCS00014122,Fluazifop,CC(C(=O)O)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F,C15H12F3NO4,[M+H]+,328.0791,173.5,Fluazifop
3872,AllCCS00014123,MCPA,CC1=C(C=CC(=C1)Cl)OCC(=O)O,C9H9ClO3,[M-H]-,199.0167,146.2,MCPA
3873,AllCCS00014125,Quizalofop-ethyl,CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl,C19H17ClN2O4,[M+H]+,373.095,193.4,Quizalofop-ethyl
3874,AllCCS00014125,Quizalofop-ethyl,CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl,C19H17ClN2O4,[M+Na]+,395.077,191.9,Quizalofop-ethyl
3875,AllCCS00014130,Acequinocyl,CCCCCCCCCCCCC1=C(C(=O)C2=CC=CC=C2C1=O)OC(=O)C,C24H32O4,[M-H]-,383.2228,208.5,Acequinocyl
3876,AllCCS00014136,Trinexapac-ethyl,CCOC(=O)C1CC(=O)C(=C(C2CC2)O)C(=O)C1,C13H16O5,[M+H]+,253.1071,152.9,Trinexapac-ethyl
3877,AllCCS00014142,Boscalid,C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,C18H12Cl2N2O,[M+H]+,343.04,174.5,Boscalid
3878,AllCCS00014142,Boscalid,C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,C18H12Cl2N2O,[M+Na]+,365.022,179.9,Boscalid
3879,AllCCS00014142,Boscalid,C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,C18H12Cl2N2O,[M-H]-,341.0254,178.6,Boscalid
3880,AllCCS00014143,Mepronil,CC1=CC=CC=C1C(=O)NC2=CC(=CC=C2)OC(C)C,C17H19NO2,[M+H]+,270.1489,168.7,Mepronil
3881,AllCCS00014144,Diflufenican,C1=CC(=CC(=C1)OC2=C(C=CC=N2)C(=O)NC3=C(C=C(C=C3)F)F)C(F)(F)F,C19H11F5N2O2,[M+H]+,395.0814,187.8,Diflufenican
3882,AllCCS00014144,Diflufenican,C1=CC(=CC(=C1)OC2=C(C=CC=N2)C(=O)NC3=C(C=C(C=C3)F)F)C(F)(F)F,C19H11F5N2O2,[M-H]-,393.0668,182.5,Diflufenican
3883,AllCCS00014153,METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,C22H17N3O5,[M+H]+,404.1241,196.2,METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE
3884,AllCCS00014153,METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,C22H17N3O5,[M+Na]+,426.1061,197.3,METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE
3885,AllCCS00014153,METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,C22H17N3O5,[M-H]-,402.1095,194.6,METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE
3886,AllCCS00014156,Pyraclostrobin,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC,C19H18ClN3O4,[M+H]+,388.1059,183.7,Pyraclostrobin
3887,AllCCS00014156,Pyraclostrobin,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC,C19H18ClN3O4,[M+Na]+,410.0879,195.4,Pyraclostrobin
3888,AllCCS00014164,Indoxacarb,COC(=O)C12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl,C22H17ClF3N3O7,[M+H]+,528.078,206.5,Indoxacarb
3889,AllCCS00014164,Indoxacarb,COC(=O)C12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl,C22H17ClF3N3O7,[M+Na]+,550.06,219.6,Indoxacarb
3890,AllCCS00014165,Chloridazon,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl,C10H8ClN3O,[M+H]+,222.0429,142.8,Chloridazon
3891,AllCCS00014165,Chloridazon,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl,C10H8ClN3O,[M+Na]+,244.0249,157.1,Chloridazon
3892,AllCCS00014165,Chloridazon,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl,C10H8ClN3O,[M-H]-,220.0283,143.1,Chloridazon
3893,AllCCS00014168,Cyazofamid,CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,C13H13ClN4O2S,[M+H]+,325.0521,166.7,Cyazofamid
3894,AllCCS00014171,Clofentezine,C1=CC=C(C(=C1)C2=NN=C(N=N2)C3=CC=CC=C3Cl)Cl,C14H8Cl2N4,[M+H]+,303.0199,161.9,Clofentezine
3895,AllCCS00014173,Fluazinam,C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,C13H4Cl2F6N4O4,[M+H]+,464.9587,186.0,Fluazinam
3896,AllCCS00014173,Fluazinam,C1=C(C=NC(=C1Cl)NC2=C(C=C(C(=C2[N+](=O)[O-])Cl)C(F)(F)F)[N+](=O)[O-])C(F)(F)F,C13H4Cl2F6N4O4,[M-H]-,462.9441,183.5,Fluazinam
3897,AllCCS00014178,Dimethomorph,COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,C21H22ClNO4,[M+H]+,388.131,199.7,Dimethomorph
3898,AllCCS00014178,Dimethomorph,COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,C21H22ClNO4,[M+Na]+,410.113,209.7,Dimethomorph
3899,AllCCS00014185,Pymetrozine,CC1=NNC(=O)N(C1)N=CC2=CN=CC=C2,C10H11N5O,[M+H]+,218.1037,152.3,Pymetrozine
3900,AllCCS00014188,Fenhexamid,CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,C14H17Cl2NO2,[M+H]+,302.0709,165.1,Fenhexamid
3901,AllCCS00014188,Fenhexamid,CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,C14H17Cl2NO2,[M+Na]+,324.0529,179.3,Fenhexamid
3902,AllCCS00014188,Fenhexamid,CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,C14H17Cl2NO2,[M-H]-,300.0563,173.2,Fenhexamid
3903,AllCCS00014199,Pyriproxyfen,CC(COC1=CC=C(C=C1)OC2=CC=CC=C2)OC3=CC=CC=N3,C20H19NO3,[M+H]+,322.1438,183.6,Pyriproxyfen
3904,AllCCS00014208,Triflumuron,C1=CC=C(C(=C1)C(=O)NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)Cl,C15H10ClF3N2O3,[M+H]+,359.0405,169.9,Triflumuron
3905,AllCCS00014234,Azinphos-ethyl,CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1,C12H16N3O3PS2,[M+Na]+,368.0264,175.6,Azinphos-ethyl
3906,AllCCS00014239,Ethiofencarb,CCSCC1=CC=CC=C1OC(=O)NC,C11H15NO2S,[M+Na]+,248.0716,151.9,Ethiofencarb
3907,AllCCS00014240,Furathiocarb,CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,C18H26N2O5S,[M+H]+,383.1635,190.7,Furathiocarb
3908,AllCCS00014245,Demeton-S-methyl,CCSCCSP(=O)(OC)OC,C6H15O3PS2,[M+Na]+,253.0093,150.5,Demeton-S-methyl
3909,AllCCS00014246,Dicrotophos,CC(=CC(=O)N(C)C)OP(=O)(OC)OC,C8H16NO5P,[M+H]+,238.0839,147.5,Dicrotophos
3910,AllCCS00014246,Dicrotophos,CC(=CC(=O)N(C)C)OP(=O)(OC)OC,C8H16NO5P,[M+Na]+,260.0659,151.2,Dicrotophos
3911,AllCCS00014248,Famphur,CN(C)S(=O)(=O)C1=CC=C(C=C1)OP(=S)(OC)OC,C10H16NO5PS2,[M+Na]+,348.0101,182.1,Famphur
3912,AllCCS00014249,Fenamiphos,CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C,C13H22NO3PS,[M+H]+,304.1131,171.0,Fenamiphos
3913,AllCCS00014249,Fenamiphos,CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C,C13H22NO3PS,[M+Na]+,326.0951,177.8,Fenamiphos
3914,AllCCS00014250,Heptenophos,COP(=O)(OC)OC1=C(C2C1CC=C2)Cl,C9H12ClO4P,[M+H]+,251.0235,144.0,Heptenophos
3915,AllCCS00014252,Omethoate,CNC(=O)CSP(=O)(OC)OC,C5H12NO4PS,[M+H]+,214.0298,134.9,Omethoate
3916,AllCCS00014252,Omethoate,CNC(=O)CSP(=O)(OC)OC,C5H12NO4PS,[M+Na]+,236.0118,143.6,Omethoate
3917,AllCCS00014253,Monocrotophos,CC(=CC(=O)NC)OP(=O)(OC)OC,C7H14NO5P,[M+H]+,224.0683,145.9,Monocrotophos
3918,AllCCS00014253,Monocrotophos,CC(=CC(=O)NC)OP(=O)(OC)OC,C7H14NO5P,[M+Na]+,246.0503,146.3,Monocrotophos
3919,AllCCS00014254,Oxydemeton-methyl,CCS(=O)CCSP(=O)(OC)OC,C6H15O4PS2,[M+H]+,247.0222,141.8,Oxydemeton-methyl
3920,AllCCS00014254,Oxydemeton-methyl,CCS(=O)CCSP(=O)(OC)OC,C6H15O4PS2,[M+Na]+,269.0042,150.9,Oxydemeton-methyl
3921,AllCCS00014257,Methamidophos,COP(=O)(N)SC,C2H8NO2PS,[M+H]+,142.0086,119.9,Methamidophos
3922,AllCCS00014257,Methamidophos,COP(=O)(N)SC,C2H8NO2PS,[M+Na]+,163.9906,137.5,Methamidophos
3923,AllCCS00014258,Formetanate,CNC(=O)OC1=CC=CC(=C1)N=CN(C)C,C11H15N3O2,[M+H]+,222.1237,153.8,Formetanate
3924,AllCCS00014275,Ethoprophos,CCCSP(=O)(OCC)SCCC,C8H19O2PS2,[M+H]+,243.0637,149.3,Ethoprophos
3925,AllCCS00014276,Mevinphos,CC(=CC(=O)OC)OP(=O)(OC)OC,C7H13O6P,[M+H]+,225.0523,136.8,Mevinphos
3926,AllCCS00014276,Mevinphos,CC(=CC(=O)OC)OP(=O)(OC)OC,C7H13O6P,[M+Na]+,247.0343,146.0,Mevinphos
3927,AllCCS00014277,Phosphamidon,CCN(CC)C(=O)C(=C(C)OP(=O)(OC)OC)Cl,C10H19ClNO5P,[M+H]+,300.0762,156.0,Phosphamidon
3928,AllCCS00014277,Phosphamidon,CCN(CC)C(=O)C(=C(C)OP(=O)(OC)OC)Cl,C10H19ClNO5P,[M+Na]+,322.0582,162.2,Phosphamidon
3929,AllCCS00014281,Terbufos,CCOP(=S)(OCC)SCSC(C)(C)C,C9H21O2PS3,[M+Na]+,311.0334,166.3,Terbufos
3930,AllCCS00014289,Azaconazole,C1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,C12H11Cl2N3O2,[M+H]+,300.0301,162.9,Azaconazole
3931,AllCCS00014289,Azaconazole,C1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,C12H11Cl2N3O2,[M+HCOO]-,344.021,171.6,Azaconazole
3932,AllCCS00014291,Bensulide,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,C14H24NO4PS3,[M+H]+,398.0678,183.4,Bensulide
3933,AllCCS00014291,Bensulide,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,C14H24NO4PS3,[M+Na]+,420.0498,190.2,Bensulide
3934,AllCCS00014291,Bensulide,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,C14H24NO4PS3,[M+Cl]-,432.0299,195.2,Bensulide
3935,AllCCS00014306,Dimethachlor,CC1=C(C(=CC=C1)C)N(CCOC)C(=O)CCl,C13H18ClNO2,[M+H]+,256.1099,152.5,Dimethachlor
3936,AllCCS00014306,Dimethachlor,CC1=C(C(=CC=C1)C)N(CCOC)C(=O)CCl,C13H18ClNO2,[M+Na]+,278.0919,165.9,Dimethachlor
3937,AllCCS00014313,Ethion,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,C9H22O4P2S4,[M+H]+,384.9949,176.2,Ethion
3938,AllCCS00014313,Ethion,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,C9H22O4P2S4,[M+Na]+,406.9769,180.4,Ethion
3939,AllCCS00014314,Fenpropidin,CC(CC1=CC=C(C=C1)C(C)(C)C)CN2CCCCC2,C19H31N,[M+H]+,274.2529,166.4,Fenpropidin
3940,AllCCS00014319,Flufenacet,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F,C14H13F4N3O2S,[M+H]+,364.0738,177.8,Flufenacet
3941,AllCCS00014319,Flufenacet,CC(C)N(C1=CC=C(C=C1)F)C(=O)COC2=NN=C(S2)C(F)(F)F,C14H13F4N3O2S,[M+Na]+,386.0558,187.7,Flufenacet
3942,AllCCS00014322,Flutriafol,C1=CC=C(C(=C1)C(CN2C=NC=N2)(C3=CC=C(C=C3)F)O)F,C16H13F2N3O,[M+H]+,302.11,164.7,Flutriafol
3943,AllCCS00014322,Flutriafol,C1=CC=C(C(=C1)C(CN2C=NC=N2)(C3=CC=C(C=C3)F)O)F,C16H13F2N3O,[M-H]-,300.0954,170.2,Flutriafol
3944,AllCCS00014322,Flutriafol,C1=CC=C(C(=C1)C(CN2C=NC=N2)(C3=CC=C(C=C3)F)O)F,C16H13F2N3O,[M+HCOO]-,346.1009,173.7,Flutriafol
3945,AllCCS00014340,Oxadixyl,CC1=C(C(=CC=C1)C)N(C(=O)COC)N2CCOC2=O,C14H18N2O4,[M+H]+,279.134,158.8,Oxadixyl
3946,AllCCS00014340,Oxadixyl,CC1=C(C(=CC=C1)C)N(C(=O)COC)N2CCOC2=O,C14H18N2O4,[M+Na]+,301.116,165.4,Oxadixyl
